report_name,report_agency,date,domain,visits
Visits to participating hostnames,Department of Agriculture,1/15/24,agcounts.usda.gov,869
Visits to participating hostnames,Department of Agriculture,1/15/24,npgsweb.ars-grin.gov,686
Visits to participating hostnames,Department of Agriculture,1/15/24,quickstats.nass.usda.gov,588
Visits to participating hostnames,Department of Agriculture,1/15/24,wcc.nrcs.usda.gov,487
Visits to participating hostnames,Department of Agriculture,1/15/24,search.nal.usda.gov,331
Visits to participating hostnames,Department of Agriculture,1/15/24,data.ers.usda.gov,328
Visits to participating hostnames,Department of Agriculture,1/15/24,aff.gov,276
Visits to participating hostnames,Department of Agriculture,1/15/24,search.ers.usda.gov,269
Visits to participating hostnames,Department of Agriculture,1/15/24,tellus.ars.usda.gov,244
Visits to participating hostnames,Department of Agriculture,1/15/24,aglab.ars.usda.gov,223
Visits to participating hostnames,Department of Agriculture,1/15/24,aglearn.usda.gov,197
Visits to participating hostnames,Department of Agriculture,1/15/24,agclass.nal.usda.gov,187
Visits to participating hostnames,Department of Agriculture,1/15/24,phytochem.nal.usda.gov,172
Visits to participating hostnames,Department of Agriculture,1/15/24,srs.fs.usda.gov,155
Visits to participating hostnames,Department of Agriculture,1/15/24,fia.fs.usda.gov,103
Visits to participating hostnames,Department of Agriculture,1/14/24,fs.usda.gov,97320
Visits to participating hostnames,Department of Agriculture,1/14/24,fdc.nal.usda.gov,28399
Visits to participating hostnames,Department of Agriculture,1/14/24,fns.usda.gov,28262
Visits to participating hostnames,Department of Agriculture,1/14/24,usda.gov,26982
Visits to participating hostnames,Department of Agriculture,1/14/24,myplate.gov,18606
Visits to participating hostnames,Department of Agriculture,1/14/24,aphis.usda.gov,16560
Visits to participating hostnames,Department of Agriculture,1/14/24,fsis.usda.gov,15342
Visits to participating hostnames,Department of Agriculture,1/14/24,rd.usda.gov,14253
Visits to participating hostnames,Department of Agriculture,1/14/24,nrcs.usda.gov,12990
Visits to participating hostnames,Department of Agriculture,1/14/24,fsa.usda.gov,10021
Visits to participating hostnames,Department of Agriculture,1/14/24,nal.usda.gov,8209
Visits to participating hostnames,Department of Agriculture,1/14/24,ers.usda.gov,6699
Visits to participating hostnames,Department of Agriculture,1/14/24,ams.usda.gov,5703
Visits to participating hostnames,Department of Agriculture,1/14/24,farmers.gov,5284
Visits to participating hostnames,Department of Agriculture,1/14/24,ars.usda.gov,4861
Visits to participating hostnames,Department of Agriculture,1/14/24,snaped.fns.usda.gov,3752
Visits to participating hostnames,Department of Agriculture,1/14/24,fas.usda.gov,3072
Visits to participating hostnames,Department of Agriculture,1/14/24,dietaryguidelines.gov,2867
Visits to participating hostnames,Department of Agriculture,1/14/24,nfc.usda.gov,2700
Visits to participating hostnames,Department of Agriculture,1/14/24,phytochem.nal.usda.gov,2576
Visits to participating hostnames,Department of Agriculture,1/14/24,nutrition.gov,2051
Visits to participating hostnames,Department of Agriculture,1/14/24,nass.usda.gov,1500
Visits to participating hostnames,Department of Agriculture,1/14/24,usdasearch.usda.gov,1314
Visits to participating hostnames,Department of Agriculture,1/14/24,invasivespeciesinfo.gov,1138
Visits to participating hostnames,Department of Agriculture,1/14/24,rma.usda.gov,963
Visits to participating hostnames,Department of Agriculture,1/14/24,mymarketnews.ams.usda.gov,808
Visits to participating hostnames,Department of Agriculture,1/14/24,npgsweb.ars-grin.gov,438
Visits to participating hostnames,Department of Agriculture,1/14/24,agcounts.usda.gov,389
Visits to participating hostnames,Department of Agriculture,1/14/24,search.nal.usda.gov,343
Visits to participating hostnames,Department of Agriculture,1/14/24,aglab.ars.usda.gov,297
Visits to participating hostnames,Department of Agriculture,1/14/24,wcc.nrcs.usda.gov,290
Visits to participating hostnames,Department of Agriculture,1/14/24,tellus.ars.usda.gov,281
Visits to participating hostnames,Department of Agriculture,1/14/24,aff.gov,244
Visits to participating hostnames,Department of Agriculture,1/14/24,quickstats.nass.usda.gov,219
Visits to participating hostnames,Department of Agriculture,1/14/24,data.ers.usda.gov,192
Visits to participating hostnames,Department of Agriculture,1/14/24,agclass.nal.usda.gov,169
Visits to participating hostnames,Department of Agriculture,1/14/24,srs.fs.usda.gov,141
Visits to participating hostnames,Department of Agriculture,1/14/24,search.ers.usda.gov,134
Visits to participating hostnames,Department of Agriculture,1/13/24,fs.usda.gov,89964
Visits to participating hostnames,Department of Agriculture,1/13/24,usda.gov,29530
Visits to participating hostnames,Department of Agriculture,1/13/24,fns.usda.gov,28969
Visits to participating hostnames,Department of Agriculture,1/13/24,fdc.nal.usda.gov,25729
Visits to participating hostnames,Department of Agriculture,1/13/24,aphis.usda.gov,16384
Visits to participating hostnames,Department of Agriculture,1/13/24,myplate.gov,16370
Visits to participating hostnames,Department of Agriculture,1/13/24,fsis.usda.gov,14013
Visits to participating hostnames,Department of Agriculture,1/13/24,rd.usda.gov,13617
Visits to participating hostnames,Department of Agriculture,1/13/24,nrcs.usda.gov,11405
Visits to participating hostnames,Department of Agriculture,1/13/24,fsa.usda.gov,10331
Visits to participating hostnames,Department of Agriculture,1/13/24,nal.usda.gov,6866
Visits to participating hostnames,Department of Agriculture,1/13/24,farmers.gov,6114
Visits to participating hostnames,Department of Agriculture,1/13/24,ams.usda.gov,5862
Visits to participating hostnames,Department of Agriculture,1/13/24,ers.usda.gov,5547
Visits to participating hostnames,Department of Agriculture,1/13/24,nfc.usda.gov,4115
Visits to participating hostnames,Department of Agriculture,1/13/24,ars.usda.gov,4114
Visits to participating hostnames,Department of Agriculture,1/13/24,snaped.fns.usda.gov,3390
Visits to participating hostnames,Department of Agriculture,1/13/24,dietaryguidelines.gov,2630
Visits to participating hostnames,Department of Agriculture,1/13/24,fas.usda.gov,2467
Visits to participating hostnames,Department of Agriculture,1/13/24,rma.usda.gov,2110
Visits to participating hostnames,Department of Agriculture,1/13/24,nutrition.gov,1830
Visits to participating hostnames,Department of Agriculture,1/13/24,nass.usda.gov,1455
Visits to participating hostnames,Department of Agriculture,1/13/24,usdasearch.usda.gov,1310
Visits to participating hostnames,Department of Agriculture,1/13/24,invasivespeciesinfo.gov,1101
Visits to participating hostnames,Department of Agriculture,1/13/24,mymarketnews.ams.usda.gov,760
Visits to participating hostnames,Department of Agriculture,1/13/24,agcounts.usda.gov,489
Visits to participating hostnames,Department of Agriculture,1/13/24,npgsweb.ars-grin.gov,395
Visits to participating hostnames,Department of Agriculture,1/13/24,search.nal.usda.gov,393
Visits to participating hostnames,Department of Agriculture,1/13/24,quickstats.nass.usda.gov,253
Visits to participating hostnames,Department of Agriculture,1/13/24,aff.gov,243
Visits to participating hostnames,Department of Agriculture,1/13/24,wcc.nrcs.usda.gov,207
Visits to participating hostnames,Department of Agriculture,1/13/24,tellus.ars.usda.gov,174
Visits to participating hostnames,Department of Agriculture,1/13/24,agclass.nal.usda.gov,171
Visits to participating hostnames,Department of Agriculture,1/13/24,phytochem.nal.usda.gov,163
Visits to participating hostnames,Department of Agriculture,1/13/24,srs.fs.usda.gov,132
Visits to participating hostnames,Department of Agriculture,1/13/24,search.ers.usda.gov,128
Visits to participating hostnames,Department of Agriculture,1/13/24,data.ers.usda.gov,125
Visits to participating hostnames,Department of Agriculture,1/13/24,aglab.ars.usda.gov,108
Visits to participating hostnames,Department of Agriculture,1/12/24,fs.usda.gov,97340
Visits to participating hostnames,Department of Agriculture,1/12/24,usda.gov,64315
Visits to participating hostnames,Department of Agriculture,1/12/24,fns.usda.gov,54200
Visits to participating hostnames,Department of Agriculture,1/12/24,fsa.usda.gov,43532
Visits to participating hostnames,Department of Agriculture,1/12/24,myplate.gov,35786
Visits to participating hostnames,Department of Agriculture,1/12/24,aphis.usda.gov,28423
Visits to participating hostnames,Department of Agriculture,1/12/24,nrcs.usda.gov,27083
Visits to participating hostnames,Department of Agriculture,1/12/24,fdc.nal.usda.gov,27025
Visits to participating hostnames,Department of Agriculture,1/12/24,farmers.gov,24643
Visits to participating hostnames,Department of Agriculture,1/12/24,fsis.usda.gov,23226
Visits to participating hostnames,Department of Agriculture,1/12/24,rd.usda.gov,22068
Visits to participating hostnames,Department of Agriculture,1/12/24,ams.usda.gov,15534
Visits to participating hostnames,Department of Agriculture,1/12/24,ers.usda.gov,10553
Visits to participating hostnames,Department of Agriculture,1/12/24,rma.usda.gov,9492
Visits to participating hostnames,Department of Agriculture,1/12/24,nal.usda.gov,9396
Visits to participating hostnames,Department of Agriculture,1/12/24,nass.usda.gov,7703
Visits to participating hostnames,Department of Agriculture,1/12/24,nfc.usda.gov,6445
Visits to participating hostnames,Department of Agriculture,1/12/24,ars.usda.gov,6363
Visits to participating hostnames,Department of Agriculture,1/12/24,fas.usda.gov,6268
Visits to participating hostnames,Department of Agriculture,1/12/24,dietaryguidelines.gov,3717
Visits to participating hostnames,Department of Agriculture,1/12/24,snaped.fns.usda.gov,3715
Visits to participating hostnames,Department of Agriculture,1/12/24,usdasearch.usda.gov,3276
Visits to participating hostnames,Department of Agriculture,1/12/24,nutrition.gov,2992
Visits to participating hostnames,Department of Agriculture,1/12/24,invasivespeciesinfo.gov,2563
Visits to participating hostnames,Department of Agriculture,1/12/24,mymarketnews.ams.usda.gov,2320
Visits to participating hostnames,Department of Agriculture,1/12/24,agcounts.usda.gov,945
Visits to participating hostnames,Department of Agriculture,1/12/24,npgsweb.ars-grin.gov,769
Visits to participating hostnames,Department of Agriculture,1/12/24,quickstats.nass.usda.gov,761
Visits to participating hostnames,Department of Agriculture,1/12/24,aglearn.usda.gov,662
Visits to participating hostnames,Department of Agriculture,1/12/24,search.nal.usda.gov,538
Visits to participating hostnames,Department of Agriculture,1/12/24,data.ers.usda.gov,477
Visits to participating hostnames,Department of Agriculture,1/12/24,aff.gov,374
Visits to participating hostnames,Department of Agriculture,1/12/24,search.ers.usda.gov,309
Visits to participating hostnames,Department of Agriculture,1/12/24,aglab.ars.usda.gov,263
Visits to participating hostnames,Department of Agriculture,1/12/24,wcc.nrcs.usda.gov,256
Visits to participating hostnames,Department of Agriculture,1/12/24,phytochem.nal.usda.gov,228
Visits to participating hostnames,Department of Agriculture,1/12/24,agclass.nal.usda.gov,218
Visits to participating hostnames,Department of Agriculture,1/12/24,tellus.ars.usda.gov,213
Visits to participating hostnames,Department of Agriculture,1/12/24,fia.fs.usda.gov,167
Visits to participating hostnames,Department of Agriculture,1/12/24,search.farmers.gov,142
Visits to participating hostnames,Department of Agriculture,1/12/24,search.invasivespeciesinfo.gov,123
Visits to participating hostnames,Department of Agriculture,1/12/24,srs.fs.usda.gov,119
Visits to participating hostnames,Department of Agriculture,1/12/24,scinet.usda.gov,118
Visits to participating hostnames,Department of Agriculture,1/12/24,digitop.nal.usda.gov,113
Visits to participating hostnames,Department of Agriculture,1/12/24,professionalstandards.fns.usda.gov,107
Visits to participating hostnames,Department of Agriculture,1/12/24,surveyreview.nass.usda.gov,106
Visits to participating hostnames,Department of Agriculture,1/11/24,fs.usda.gov,102436
Visits to participating hostnames,Department of Agriculture,1/11/24,fns.usda.gov,60918
Visits to participating hostnames,Department of Agriculture,1/11/24,usda.gov,50369
Visits to participating hostnames,Department of Agriculture,1/11/24,myplate.gov,45465
Visits to participating hostnames,Department of Agriculture,1/11/24,aphis.usda.gov,31826
Visits to participating hostnames,Department of Agriculture,1/11/24,fdc.nal.usda.gov,30263
Visits to participating hostnames,Department of Agriculture,1/11/24,rd.usda.gov,26044
Visits to participating hostnames,Department of Agriculture,1/11/24,fsis.usda.gov,25579
Visits to participating hostnames,Department of Agriculture,1/11/24,nrcs.usda.gov,24915
Visits to participating hostnames,Department of Agriculture,1/11/24,fsa.usda.gov,23779
Visits to participating hostnames,Department of Agriculture,1/11/24,ams.usda.gov,17738
Visits to participating hostnames,Department of Agriculture,1/11/24,ers.usda.gov,17043
Visits to participating hostnames,Department of Agriculture,1/11/24,nal.usda.gov,9705
Visits to participating hostnames,Department of Agriculture,1/11/24,farmers.gov,8623
Visits to participating hostnames,Department of Agriculture,1/11/24,nfc.usda.gov,8076
Visits to participating hostnames,Department of Agriculture,1/11/24,ars.usda.gov,7950
Visits to participating hostnames,Department of Agriculture,1/11/24,fas.usda.gov,6985
Visits to participating hostnames,Department of Agriculture,1/11/24,rma.usda.gov,5826
Visits to participating hostnames,Department of Agriculture,1/11/24,dietaryguidelines.gov,4776
Visits to participating hostnames,Department of Agriculture,1/11/24,nass.usda.gov,4426
Visits to participating hostnames,Department of Agriculture,1/11/24,snaped.fns.usda.gov,4113
Visits to participating hostnames,Department of Agriculture,1/11/24,invasivespeciesinfo.gov,3832
Visits to participating hostnames,Department of Agriculture,1/11/24,usdasearch.usda.gov,3709
Visits to participating hostnames,Department of Agriculture,1/11/24,nutrition.gov,3620
Visits to participating hostnames,Department of Agriculture,1/11/24,mymarketnews.ams.usda.gov,2460
Visits to participating hostnames,Department of Agriculture,1/11/24,npgsweb.ars-grin.gov,930
Visits to participating hostnames,Department of Agriculture,1/11/24,agcounts.usda.gov,927
Visits to participating hostnames,Department of Agriculture,1/11/24,aglearn.usda.gov,862
Visits to participating hostnames,Department of Agriculture,1/11/24,quickstats.nass.usda.gov,761
Visits to participating hostnames,Department of Agriculture,1/11/24,search.nal.usda.gov,690
Visits to participating hostnames,Department of Agriculture,1/11/24,data.nal.usda.gov,681
Visits to participating hostnames,Department of Agriculture,1/11/24,data.ers.usda.gov,678
Visits to participating hostnames,Department of Agriculture,1/11/24,aglab.ars.usda.gov,609
Visits to participating hostnames,Department of Agriculture,1/11/24,aff.gov,488
Visits to participating hostnames,Department of Agriculture,1/11/24,search.ers.usda.gov,466
Visits to participating hostnames,Department of Agriculture,1/11/24,search.invasivespeciesinfo.gov,285
Visits to participating hostnames,Department of Agriculture,1/11/24,tellus.ars.usda.gov,283
Visits to participating hostnames,Department of Agriculture,1/11/24,wcc.nrcs.usda.gov,247
Visits to participating hostnames,Department of Agriculture,1/11/24,fia.fs.usda.gov,213
Visits to participating hostnames,Department of Agriculture,1/11/24,agclass.nal.usda.gov,205
Visits to participating hostnames,Department of Agriculture,1/11/24,phytochem.nal.usda.gov,204
Visits to participating hostnames,Department of Agriculture,1/11/24,srs.fs.usda.gov,177
Visits to participating hostnames,Department of Agriculture,1/11/24,scinet.usda.gov,149
Visits to participating hostnames,Department of Agriculture,1/11/24,search.farmers.gov,146
Visits to participating hostnames,Department of Agriculture,1/11/24,professionalstandards.fns.usda.gov,128
Visits to participating hostnames,Department of Agriculture,1/11/24,digitop.nal.usda.gov,123
Visits to participating hostnames,Department of Agriculture,1/11/24,symbols.fs2c.usda.gov,120
Visits to participating hostnames,Department of Agriculture,1/11/24,famprod.nwcg.gov,118
Visits to participating hostnames,Department of Agriculture,1/11/24,mymarketnewsdev.ams.usda.gov,118
Visits to participating hostnames,Department of Agriculture,1/11/24,legacy.rma.usda.gov,109
Visits to participating hostnames,Department of Agriculture,1/11/24,surveyreview.nass.usda.gov,106
Visits to participating hostnames,Department of Agriculture,1/10/24,fs.usda.gov,102081
Visits to participating hostnames,Department of Agriculture,1/10/24,fns.usda.gov,71674
Visits to participating hostnames,Department of Agriculture,1/10/24,usda.gov,47665
Visits to participating hostnames,Department of Agriculture,1/10/24,myplate.gov,45931
Visits to participating hostnames,Department of Agriculture,1/10/24,aphis.usda.gov,32161
Visits to participating hostnames,Department of Agriculture,1/10/24,fdc.nal.usda.gov,31918
Visits to participating hostnames,Department of Agriculture,1/10/24,rd.usda.gov,27814
Visits to participating hostnames,Department of Agriculture,1/10/24,fsis.usda.gov,25985
Visits to participating hostnames,Department of Agriculture,1/10/24,nrcs.usda.gov,23987
Visits to participating hostnames,Department of Agriculture,1/10/24,fsa.usda.gov,19212
Visits to participating hostnames,Department of Agriculture,1/10/24,ams.usda.gov,18565
Visits to participating hostnames,Department of Agriculture,1/10/24,ers.usda.gov,13459
Visits to participating hostnames,Department of Agriculture,1/10/24,nal.usda.gov,9028
Visits to participating hostnames,Department of Agriculture,1/10/24,nfc.usda.gov,8467
Visits to participating hostnames,Department of Agriculture,1/10/24,farmers.gov,8370
Visits to participating hostnames,Department of Agriculture,1/10/24,ars.usda.gov,7559
Visits to participating hostnames,Department of Agriculture,1/10/24,fas.usda.gov,6110
Visits to participating hostnames,Department of Agriculture,1/10/24,rma.usda.gov,6007
Visits to participating hostnames,Department of Agriculture,1/10/24,dietaryguidelines.gov,4820
Visits to participating hostnames,Department of Agriculture,1/10/24,nass.usda.gov,4300
Visits to participating hostnames,Department of Agriculture,1/10/24,snaped.fns.usda.gov,4047
Visits to participating hostnames,Department of Agriculture,1/10/24,invasivespeciesinfo.gov,4021
Visits to participating hostnames,Department of Agriculture,1/10/24,usdasearch.usda.gov,3924
Visits to participating hostnames,Department of Agriculture,1/10/24,nutrition.gov,3848
Visits to participating hostnames,Department of Agriculture,1/10/24,mymarketnews.ams.usda.gov,2377
Visits to participating hostnames,Department of Agriculture,1/10/24,agcounts.usda.gov,996
Visits to participating hostnames,Department of Agriculture,1/10/24,npgsweb.ars-grin.gov,941
Visits to participating hostnames,Department of Agriculture,1/10/24,data.nal.usda.gov,900
Visits to participating hostnames,Department of Agriculture,1/10/24,quickstats.nass.usda.gov,851
Visits to participating hostnames,Department of Agriculture,1/10/24,aglearn.usda.gov,839
Visits to participating hostnames,Department of Agriculture,1/10/24,data.ers.usda.gov,664
Visits to participating hostnames,Department of Agriculture,1/10/24,aglab.ars.usda.gov,547
Visits to participating hostnames,Department of Agriculture,1/10/24,aff.gov,486
Visits to participating hostnames,Department of Agriculture,1/10/24,search.nal.usda.gov,425
Visits to participating hostnames,Department of Agriculture,1/10/24,search.ers.usda.gov,372
Visits to participating hostnames,Department of Agriculture,1/10/24,tellus.ars.usda.gov,324
Visits to participating hostnames,Department of Agriculture,1/10/24,phytochem.nal.usda.gov,271
Visits to participating hostnames,Department of Agriculture,1/10/24,wcc.nrcs.usda.gov,242
Visits to participating hostnames,Department of Agriculture,1/10/24,fia.fs.usda.gov,223
Visits to participating hostnames,Department of Agriculture,1/10/24,search.invasivespeciesinfo.gov,204
Visits to participating hostnames,Department of Agriculture,1/10/24,agclass.nal.usda.gov,190
Visits to participating hostnames,Department of Agriculture,1/10/24,symbols.fs2c.usda.gov,157
Visits to participating hostnames,Department of Agriculture,1/10/24,srs.fs.usda.gov,156
Visits to participating hostnames,Department of Agriculture,1/10/24,digitop.nal.usda.gov,138
Visits to participating hostnames,Department of Agriculture,1/10/24,scinet.usda.gov,136
Visits to participating hostnames,Department of Agriculture,1/10/24,search.farmers.gov,133
Visits to participating hostnames,Department of Agriculture,1/10/24,professionalstandards.fns.usda.gov,125
Visits to participating hostnames,Department of Agriculture,1/10/24,ewebapp.rma.usda.gov,124
Visits to participating hostnames,Department of Agriculture,1/10/24,legacy.rma.usda.gov,118
Visits to participating hostnames,Department of Agriculture,1/10/24,surveyreview.nass.usda.gov,116
Visits to participating hostnames,Department of Agriculture,1/10/24,scientificdiscoveries.ars.usda.gov,109
Visits to participating hostnames,Department of Agriculture,1/9/24,fs.usda.gov,104665
Visits to participating hostnames,Department of Agriculture,1/9/24,fns.usda.gov,55657
Visits to participating hostnames,Department of Agriculture,1/9/24,usda.gov,46081
Visits to participating hostnames,Department of Agriculture,1/9/24,myplate.gov,40295
Visits to participating hostnames,Department of Agriculture,1/9/24,aphis.usda.gov,32651
Visits to participating hostnames,Department of Agriculture,1/9/24,rd.usda.gov,32384
Visits to participating hostnames,Department of Agriculture,1/9/24,fdc.nal.usda.gov,32203
Visits to participating hostnames,Department of Agriculture,1/9/24,fsis.usda.gov,30955
Visits to participating hostnames,Department of Agriculture,1/9/24,nrcs.usda.gov,23313
Visits to participating hostnames,Department of Agriculture,1/9/24,fsa.usda.gov,19710
Visits to participating hostnames,Department of Agriculture,1/9/24,ams.usda.gov,19489
Visits to participating hostnames,Department of Agriculture,1/9/24,ers.usda.gov,12293
Visits to participating hostnames,Department of Agriculture,1/9/24,nal.usda.gov,10242
Visits to participating hostnames,Department of Agriculture,1/9/24,farmers.gov,9986
Visits to participating hostnames,Department of Agriculture,1/9/24,ars.usda.gov,8442
Visits to participating hostnames,Department of Agriculture,1/9/24,nfc.usda.gov,8188
Visits to participating hostnames,Department of Agriculture,1/9/24,fas.usda.gov,7086
Visits to participating hostnames,Department of Agriculture,1/9/24,rma.usda.gov,6081
Visits to participating hostnames,Department of Agriculture,1/9/24,dietaryguidelines.gov,5028
Visits to participating hostnames,Department of Agriculture,1/9/24,nass.usda.gov,4352
Visits to participating hostnames,Department of Agriculture,1/9/24,snaped.fns.usda.gov,4262
Visits to participating hostnames,Department of Agriculture,1/9/24,nutrition.gov,3715
Visits to participating hostnames,Department of Agriculture,1/9/24,usdasearch.usda.gov,3681
Visits to participating hostnames,Department of Agriculture,1/9/24,invasivespeciesinfo.gov,3364
Visits to participating hostnames,Department of Agriculture,1/9/24,mymarketnews.ams.usda.gov,2772
Visits to participating hostnames,Department of Agriculture,1/9/24,aglearn.usda.gov,1328
Visits to participating hostnames,Department of Agriculture,1/9/24,agcounts.usda.gov,1115
Visits to participating hostnames,Department of Agriculture,1/9/24,npgsweb.ars-grin.gov,901
Visits to participating hostnames,Department of Agriculture,1/9/24,data.nal.usda.gov,861
Visits to participating hostnames,Department of Agriculture,1/9/24,quickstats.nass.usda.gov,804
Visits to participating hostnames,Department of Agriculture,1/9/24,search.nal.usda.gov,469
Visits to participating hostnames,Department of Agriculture,1/9/24,aff.gov,458
Visits to participating hostnames,Department of Agriculture,1/9/24,data.ers.usda.gov,365
Visits to participating hostnames,Department of Agriculture,1/9/24,search.ers.usda.gov,353
Visits to participating hostnames,Department of Agriculture,1/9/24,tellus.ars.usda.gov,340
Visits to participating hostnames,Department of Agriculture,1/9/24,phytochem.nal.usda.gov,327
Visits to participating hostnames,Department of Agriculture,1/9/24,wcc.nrcs.usda.gov,325
Visits to participating hostnames,Department of Agriculture,1/9/24,aglab.ars.usda.gov,273
Visits to participating hostnames,Department of Agriculture,1/9/24,search.invasivespeciesinfo.gov,215
Visits to participating hostnames,Department of Agriculture,1/9/24,fia.fs.usda.gov,210
Visits to participating hostnames,Department of Agriculture,1/9/24,agclass.nal.usda.gov,208
Visits to participating hostnames,Department of Agriculture,1/9/24,digitop.nal.usda.gov,155
Visits to participating hostnames,Department of Agriculture,1/9/24,srs.fs.usda.gov,152
Visits to participating hostnames,Department of Agriculture,1/9/24,professionalstandards.fns.usda.gov,147
Visits to participating hostnames,Department of Agriculture,1/9/24,search.farmers.gov,139
Visits to participating hostnames,Department of Agriculture,1/9/24,legacy.rma.usda.gov,112
Visits to participating hostnames,Department of Agriculture,1/9/24,scinet.usda.gov,112
Visits to participating hostnames,Department of Agriculture,1/9/24,ewebapp.rma.usda.gov,110
Visits to participating hostnames,Department of Agriculture,1/9/24,surveyreview.nass.usda.gov,105
Visits to participating hostnames,Department of Agriculture,1/9/24,symbols.fs2c.usda.gov,101
Visits to participating hostnames,Department of Agriculture,1/8/24,fs.usda.gov,109344
Visits to participating hostnames,Department of Agriculture,1/8/24,fns.usda.gov,55542
Visits to participating hostnames,Department of Agriculture,1/8/24,myplate.gov,43288
Visits to participating hostnames,Department of Agriculture,1/8/24,usda.gov,42469
Visits to participating hostnames,Department of Agriculture,1/8/24,aphis.usda.gov,33068
Visits to participating hostnames,Department of Agriculture,1/8/24,fsis.usda.gov,32936
Visits to participating hostnames,Department of Agriculture,1/8/24,fdc.nal.usda.gov,32684
Visits to participating hostnames,Department of Agriculture,1/8/24,rd.usda.gov,26271
Visits to participating hostnames,Department of Agriculture,1/8/24,nrcs.usda.gov,23099
Visits to participating hostnames,Department of Agriculture,1/8/24,fsa.usda.gov,20620
Visits to participating hostnames,Department of Agriculture,1/8/24,ams.usda.gov,17530
Visits to participating hostnames,Department of Agriculture,1/8/24,ers.usda.gov,12486
Visits to participating hostnames,Department of Agriculture,1/8/24,nal.usda.gov,9554
Visits to participating hostnames,Department of Agriculture,1/8/24,nfc.usda.gov,9483
Visits to participating hostnames,Department of Agriculture,1/8/24,farmers.gov,8583
Visits to participating hostnames,Department of Agriculture,1/8/24,ars.usda.gov,8297
Visits to participating hostnames,Department of Agriculture,1/8/24,fas.usda.gov,7931
Visits to participating hostnames,Department of Agriculture,1/8/24,rma.usda.gov,6055
Visits to participating hostnames,Department of Agriculture,1/8/24,dietaryguidelines.gov,5740
Visits to participating hostnames,Department of Agriculture,1/8/24,snaped.fns.usda.gov,4707
Visits to participating hostnames,Department of Agriculture,1/8/24,nass.usda.gov,4010
Visits to participating hostnames,Department of Agriculture,1/8/24,nutrition.gov,3584
Visits to participating hostnames,Department of Agriculture,1/8/24,usdasearch.usda.gov,3478
Visits to participating hostnames,Department of Agriculture,1/8/24,invasivespeciesinfo.gov,3092
Visits to participating hostnames,Department of Agriculture,1/8/24,mymarketnews.ams.usda.gov,2858
Visits to participating hostnames,Department of Agriculture,1/8/24,aglearn.usda.gov,1942
Visits to participating hostnames,Department of Agriculture,1/8/24,agcounts.usda.gov,1158
Visits to participating hostnames,Department of Agriculture,1/8/24,npgsweb.ars-grin.gov,942
Visits to participating hostnames,Department of Agriculture,1/8/24,data.nal.usda.gov,926
Visits to participating hostnames,Department of Agriculture,1/8/24,quickstats.nass.usda.gov,758
Visits to participating hostnames,Department of Agriculture,1/8/24,tellus.ars.usda.gov,509
Visits to participating hostnames,Department of Agriculture,1/8/24,search.nal.usda.gov,487
Visits to participating hostnames,Department of Agriculture,1/8/24,aff.gov,478
Visits to participating hostnames,Department of Agriculture,1/8/24,data.ers.usda.gov,386
Visits to participating hostnames,Department of Agriculture,1/8/24,wcc.nrcs.usda.gov,291
Visits to participating hostnames,Department of Agriculture,1/8/24,search.ers.usda.gov,286
Visits to participating hostnames,Department of Agriculture,1/8/24,phytochem.nal.usda.gov,278
Visits to participating hostnames,Department of Agriculture,1/8/24,aglab.ars.usda.gov,274
Visits to participating hostnames,Department of Agriculture,1/8/24,fia.fs.usda.gov,220
Visits to participating hostnames,Department of Agriculture,1/8/24,search.invasivespeciesinfo.gov,175
Visits to participating hostnames,Department of Agriculture,1/8/24,agclass.nal.usda.gov,171
Visits to participating hostnames,Department of Agriculture,1/8/24,srs.fs.usda.gov,166
Visits to participating hostnames,Department of Agriculture,1/8/24,search.farmers.gov,150
Visits to participating hostnames,Department of Agriculture,1/8/24,symbols.fs2c.usda.gov,149
Visits to participating hostnames,Department of Agriculture,1/8/24,professionalstandards.fns.usda.gov,148
Visits to participating hostnames,Department of Agriculture,1/8/24,scinet.usda.gov,135
Visits to participating hostnames,Department of Agriculture,1/8/24,legacy.rma.usda.gov,132
Visits to participating hostnames,Department of Agriculture,1/8/24,digitop.nal.usda.gov,113
Visits to participating hostnames,Department of Agriculture,1/8/24,ewebapp.rma.usda.gov,111
Visits to participating hostnames,Department of Agriculture,1/7/24,fs.usda.gov,98488
Visits to participating hostnames,Department of Agriculture,1/7/24,fns.usda.gov,30379
Visits to participating hostnames,Department of Agriculture,1/7/24,fdc.nal.usda.gov,29390
Visits to participating hostnames,Department of Agriculture,1/7/24,fsis.usda.gov,26303
Visits to participating hostnames,Department of Agriculture,1/7/24,usda.gov,23000
Visits to participating hostnames,Department of Agriculture,1/7/24,myplate.gov,17797
Visits to participating hostnames,Department of Agriculture,1/7/24,aphis.usda.gov,17026
Visits to participating hostnames,Department of Agriculture,1/7/24,rd.usda.gov,14037
Visits to participating hostnames,Department of Agriculture,1/7/24,nrcs.usda.gov,9672
Visits to participating hostnames,Department of Agriculture,1/7/24,fsa.usda.gov,9410
Visits to participating hostnames,Department of Agriculture,1/7/24,nal.usda.gov,7290
Visits to participating hostnames,Department of Agriculture,1/7/24,ers.usda.gov,6069
Visits to participating hostnames,Department of Agriculture,1/7/24,ams.usda.gov,5963
Visits to participating hostnames,Department of Agriculture,1/7/24,farmers.gov,5097
