report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,6/13/24,Windows,7362,Firefox
Operating system and browser,Department of Agriculture,6/13/24,Chrome OS,7281,Chrome
Operating system and browser,Department of Agriculture,6/13/24,Android,3786,Android Webview
Operating system and browser,Department of Agriculture,6/13/24,Macintosh,2429,Firefox
Operating system and browser,Department of Agriculture,6/13/24,Android,936,Firefox
Operating system and browser,Department of Agriculture,6/13/24,Android,866,Amazon Silk
Operating system and browser,Department of Agriculture,6/13/24,Windows,662,Opera
Operating system and browser,Department of Agriculture,6/13/24,Linux,397,Firefox
Operating system and browser,Department of Agriculture,6/13/24,Macintosh,285,Edge
Operating system and browser,Department of Agriculture,6/13/24,Android,273,Opera
Operating system and browser,Department of Agriculture,6/13/24,(not set),207,(not set)
Operating system and browser,Department of Agriculture,6/13/24,Linux,203,Samsung Internet
Operating system and browser,Department of Agriculture,6/13/24,(not set),180,Chrome
Operating system and browser,Department of Agriculture,6/13/24,Macintosh,169,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/13/24,iOS,159,(not set)
Operating system and browser,Department of Agriculture,6/13/24,Windows,136,Internet Explorer
Operating system and browser,Department of Agriculture,6/12/24,iOS,166533,Safari
Operating system and browser,Department of Agriculture,6/12/24,Windows,156715,Chrome
Operating system and browser,Department of Agriculture,6/12/24,Android,112259,Chrome
Operating system and browser,Department of Agriculture,6/12/24,Windows,68900,Edge
Operating system and browser,Department of Agriculture,6/12/24,Macintosh,27831,Safari
Operating system and browser,Department of Agriculture,6/12/24,Macintosh,25353,Chrome
Operating system and browser,Department of Agriculture,6/12/24,iOS,24075,Chrome
Operating system and browser,Department of Agriculture,6/12/24,iOS,15742,Safari (in-app)
Operating system and browser,Department of Agriculture,6/12/24,Linux,13754,Chrome
Operating system and browser,Department of Agriculture,6/12/24,Android,9558,Android Webview
Operating system and browser,Department of Agriculture,6/12/24,Chrome OS,8381,Chrome
Operating system and browser,Department of Agriculture,6/12/24,Android,8262,Samsung Internet
Operating system and browser,Department of Agriculture,6/12/24,Windows,7906,Firefox
Operating system and browser,Department of Agriculture,6/12/24,Macintosh,2607,Firefox
Operating system and browser,Department of Agriculture,6/12/24,Android,1057,Firefox
Operating system and browser,Department of Agriculture,6/12/24,Android,907,Amazon Silk
Operating system and browser,Department of Agriculture,6/12/24,Windows,706,Opera
Operating system and browser,Department of Agriculture,6/12/24,Linux,480,Firefox
Operating system and browser,Department of Agriculture,6/12/24,Android,315,Opera
Operating system and browser,Department of Agriculture,6/12/24,Macintosh,305,Edge
Operating system and browser,Department of Agriculture,6/12/24,(not set),259,(not set)
Operating system and browser,Department of Agriculture,6/12/24,Linux,253,Samsung Internet
Operating system and browser,Department of Agriculture,6/12/24,Macintosh,175,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/12/24,Windows,161,Internet Explorer
Operating system and browser,Department of Agriculture,6/12/24,iOS,151,(not set)
Operating system and browser,Department of Agriculture,6/12/24,(not set),125,Chrome
Operating system and browser,Department of Agriculture,6/11/24,iOS,163506,Safari
Operating system and browser,Department of Agriculture,6/11/24,Windows,159597,Chrome
Operating system and browser,Department of Agriculture,6/11/24,Android,110959,Chrome
Operating system and browser,Department of Agriculture,6/11/24,Windows,68136,Edge
Operating system and browser,Department of Agriculture,6/11/24,Macintosh,27371,Safari
Operating system and browser,Department of Agriculture,6/11/24,Macintosh,25943,Chrome
Operating system and browser,Department of Agriculture,6/11/24,iOS,24045,Chrome
Operating system and browser,Department of Agriculture,6/11/24,iOS,16903,Safari (in-app)
Operating system and browser,Department of Agriculture,6/11/24,Linux,11999,Chrome
Operating system and browser,Department of Agriculture,6/11/24,Android,10331,Android Webview
Operating system and browser,Department of Agriculture,6/11/24,Chrome OS,9094,Chrome
Operating system and browser,Department of Agriculture,6/11/24,Android,7946,Samsung Internet
Operating system and browser,Department of Agriculture,6/11/24,Windows,7687,Firefox
Operating system and browser,Department of Agriculture,6/11/24,Macintosh,2447,Firefox
Operating system and browser,Department of Agriculture,6/11/24,Android,963,Firefox
Operating system and browser,Department of Agriculture,6/11/24,Android,955,Amazon Silk
Operating system and browser,Department of Agriculture,6/11/24,Windows,694,Opera
Operating system and browser,Department of Agriculture,6/11/24,Linux,404,Firefox
Operating system and browser,Department of Agriculture,6/11/24,Android,321,Opera
Operating system and browser,Department of Agriculture,6/11/24,Macintosh,271,Edge
Operating system and browser,Department of Agriculture,6/11/24,Windows,216,Internet Explorer
Operating system and browser,Department of Agriculture,6/11/24,Macintosh,192,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/11/24,Linux,184,Samsung Internet
Operating system and browser,Department of Agriculture,6/11/24,iOS,134,(not set)
Operating system and browser,Department of Agriculture,6/11/24,(not set),119,Chrome
Operating system and browser,Department of Agriculture,6/11/24,(not set),102,Opera Mini
Operating system and browser,Department of Agriculture,6/10/24,iOS,166528,Safari
Operating system and browser,Department of Agriculture,6/10/24,Windows,150112,Chrome
Operating system and browser,Department of Agriculture,6/10/24,Android,112814,Chrome
Operating system and browser,Department of Agriculture,6/10/24,Windows,70442,Edge
Operating system and browser,Department of Agriculture,6/10/24,Macintosh,28421,Safari
Operating system and browser,Department of Agriculture,6/10/24,Macintosh,27368,Chrome
Operating system and browser,Department of Agriculture,6/10/24,iOS,24337,Chrome
Operating system and browser,Department of Agriculture,6/10/24,iOS,16721,Safari (in-app)
Operating system and browser,Department of Agriculture,6/10/24,Linux,12150,Chrome
Operating system and browser,Department of Agriculture,6/10/24,Android,10000,Android Webview
Operating system and browser,Department of Agriculture,6/10/24,Chrome OS,9192,Chrome
Operating system and browser,Department of Agriculture,6/10/24,Android,7942,Samsung Internet
Operating system and browser,Department of Agriculture,6/10/24,Windows,7940,Firefox
Operating system and browser,Department of Agriculture,6/10/24,Macintosh,2620,Firefox
Operating system and browser,Department of Agriculture,6/10/24,Android,1015,Firefox
Operating system and browser,Department of Agriculture,6/10/24,Android,928,Amazon Silk
Operating system and browser,Department of Agriculture,6/10/24,Windows,703,Opera
Operating system and browser,Department of Agriculture,6/10/24,Linux,461,Firefox
Operating system and browser,Department of Agriculture,6/10/24,Android,346,Opera
Operating system and browser,Department of Agriculture,6/10/24,Linux,267,Samsung Internet
Operating system and browser,Department of Agriculture,6/10/24,Macintosh,244,Edge
Operating system and browser,Department of Agriculture,6/10/24,Macintosh,198,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/10/24,iOS,148,(not set)
Operating system and browser,Department of Agriculture,6/10/24,(not set),122,(not set)
Operating system and browser,Department of Agriculture,6/10/24,(not set),115,Chrome
Operating system and browser,Department of Agriculture,6/10/24,Windows,110,Internet Explorer
Operating system and browser,Department of Agriculture,6/9/24,iOS,162347,Safari
Operating system and browser,Department of Agriculture,6/9/24,Android,110556,Chrome
Operating system and browser,Department of Agriculture,6/9/24,Windows,49864,Chrome
Operating system and browser,Department of Agriculture,6/9/24,iOS,24791,Chrome
Operating system and browser,Department of Agriculture,6/9/24,Macintosh,23875,Safari
Operating system and browser,Department of Agriculture,6/9/24,Macintosh,17570,Chrome
Operating system and browser,Department of Agriculture,6/9/24,iOS,15776,Safari (in-app)
Operating system and browser,Department of Agriculture,6/9/24,Windows,15743,Edge
Operating system and browser,Department of Agriculture,6/9/24,Linux,11660,Chrome
Operating system and browser,Department of Agriculture,6/9/24,Android,8038,Samsung Internet
Operating system and browser,Department of Agriculture,6/9/24,Android,7861,Android Webview
Operating system and browser,Department of Agriculture,6/9/24,Chrome OS,4240,Chrome
Operating system and browser,Department of Agriculture,6/9/24,Windows,3905,Firefox
Operating system and browser,Department of Agriculture,6/9/24,Macintosh,2103,Firefox
Operating system and browser,Department of Agriculture,6/9/24,Android,1065,Firefox
Operating system and browser,Department of Agriculture,6/9/24,Android,930,Amazon Silk
Operating system and browser,Department of Agriculture,6/9/24,Windows,556,Opera
Operating system and browser,Department of Agriculture,6/9/24,Android,337,Opera
Operating system and browser,Department of Agriculture,6/9/24,Linux,270,Firefox
Operating system and browser,Department of Agriculture,6/9/24,Linux,258,Samsung Internet
Operating system and browser,Department of Agriculture,6/9/24,Windows,232,Internet Explorer
Operating system and browser,Department of Agriculture,6/9/24,Macintosh,166,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/9/24,Windows,141,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,6/9/24,(not set),138,Chrome
Operating system and browser,Department of Agriculture,6/9/24,iOS,135,(not set)
Operating system and browser,Department of Agriculture,6/9/24,(not set),132,(not set)
Operating system and browser,Department of Agriculture,6/9/24,Macintosh,103,Edge
Operating system and browser,Department of Agriculture,6/8/24,iOS,145051,Safari
Operating system and browser,Department of Agriculture,6/8/24,Android,88305,Chrome
Operating system and browser,Department of Agriculture,6/8/24,Windows,43984,Chrome
Operating system and browser,Department of Agriculture,6/8/24,iOS,23087,Chrome
Operating system and browser,Department of Agriculture,6/8/24,Macintosh,20193,Safari
Operating system and browser,Department of Agriculture,6/8/24,Windows,13714,Edge
Operating system and browser,Department of Agriculture,6/8/24,Macintosh,13460,Chrome
Operating system and browser,Department of Agriculture,6/8/24,iOS,12462,Safari (in-app)
